genome	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	length	filtered_reads_1	filtered_reads_3	filtered_reads_5	filtered_reads_7	filtered_reads_10	filtered_reads_25	ra_1	ra_3	ra_5	ra_7	ra_10	ra_25
M1_25.63.filtered.fa	M1_25.63.filtered	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__SM23-42	s__	2805874.0	2590	228.0	46.0	82.0	33.0	88701.0	0.0009230635445497552	8.125810353565413e-05	1.6394178783509165e-05	2.922440565755982e-05	1.1761041301213099e-05	0.03161260983208797
M1_25.64.filtered.fa	M1_25.64.filtered	d__Bacteria	p__Bipolaricaulota	c__Bipolaricaulia	o__UBA7950	f__UBA9294	g__UBA9294	s__	1793757.0	551	48.0	17.0	32.0	14.0	30352.0	0.0003071765016108648	2.675947745430401e-05	9.47731493173267e-06	1.7839651636202673e-05	7.80484759083867e-06	0.016920909576938235
M1_25.66.filtered.fa	M1_25.66.filtered	d__Bacteria	p__RBG-13-66-14	c__B26-G2	o__WVWN01	f__WVWN01	g__WVWN01	s__	1356815.0	11714	1630.0	212.0	385.0	97.0	14120.0	0.008633454081801866	0.001201342850720253	0.0001562482726090145	0.00028375275921920087	7.14909549201623e-05	0.010406724571883418
M1_25.67.filtered.fa	M1_25.67.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__UBA5620	g__JACNFS01	s__	951276.0	287	39.0	20.0	21.0	9.0	8721.0	0.00030170003237756446	4.099756537534848e-05	2.1024392500178708e-05	2.2075612125187643e-05	9.460976625080419e-06	0.009167686349702926
M1_25.68.filtered.fa	M1_25.68.filtered	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__MSB-5A5	f__SM23-73-2	g__	s__	2779728.0	419	33.0	5.0	41.0	11.0	43205.0	0.0001507341725521346	1.187166514133757e-05	1.7987371426269044e-06	1.4749644569540617e-05	3.95722171377919e-06	0.015542887649439082
M1_25.7.filtered.fa	M1_25.7.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAFGEY01	f__JAFGEY01	g__BS750m-G44	s__	3828097.0	29127	2803.0	741.0	834.0	418.0	55427.0	0.0076087413667939975	0.0007322176005466946	0.00019356876275601167	0.00021786281800069329	0.0001091926354008271	0.014478995699429769
M1_25.70.filtered.fa	M1_25.70.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__SOJS01	g__SOJS01	s__	256443.0	77	2.0		13.0	1.0	3356.0	0.0003002616565864539	7.799004067180621e-06		5.0693526436674036e-05	3.8995020335903106e-06	0.013086728824729082
M1_25.74.filtered.fa	M1_25.74.filtered	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__	s__	6280572.0	2193	906.0	396.0	799.0	199.0	41827.0	0.00034917201809007205	0.00014425437683064537	6.305158192597745e-05	0.00012721771201731308	3.168501212946846e-05	0.0066597437303481275
M1_25.77.filtered.fa	M1_25.77.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloceanibacter	s__Methyloceanibacter sp018067145	494069.0	29237	26997.0	12538.0	25409.0	9299.0	6808.0	0.059175945060305345	0.05464216536556635	0.0253770222377846	0.05142803940340317	0.018821257759543707	0.01377945185793887
M1_25.8.filtered.fa	M1_25.8.filtered	d__Bacteria	p__Planctomycetota	c__DG-23	o__DG-23	f__	g__	s__	1110245.0	266	45.0	13.0	38.0	8.0	14515.0	0.00023958675787776572	4.053159437781751e-05	1.1709127264702836e-05	3.422667969682367e-05	7.2056167782786685e-06	0.013073690942089359
M1_25.80.filtered.fa	M1_25.80.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__B25-G16	g__B33-G16	s__	5941139.0	2846	487.0	167.0	326.0	99.0	323308.0	0.00047903272419648826	8.197081401394581e-05	2.8109088173160062e-05	5.487163320030048e-05	1.666347143199309e-05	0.05441852143166487
M1_25.82.filtered.fa	M1_25.82.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloceanibacter	s__	3101164.0	333763	244935.0	113288.0	136059.0	74820.0	276301.0	0.10762507239217274	0.07898163399291362	0.03653079940306285	0.043873526198549964	0.024126424787595885	0.08909590076500308
M1_25.84.filtered.fa	M1_25.84.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__HGW-15	g__	s__	3599155.0	22246	2757.0	698.0	1501.0	402.0	59482.0	0.006180895237910009	0.0007660131336383123	0.0001939344096044766	0.0004170423335477355	0.0001116928834684808	0.01652665695142332
M1_25.86.filtered.fa	M1_25.86.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__	s__	1887761.0	7072	226.0	34.0	71.0	31.0	22171.0	0.0037462369441894393	0.00011971854487935708	1.8010754539372303e-05	3.761069330280687e-05	1.642157031531004e-05	0.011744601143894804
M1_25.88.filtered.fa	M1_25.88.filtered	d__Bacteria	p__Planctomycetota	c__DTLF01	o__DTLF01	f__	g__	s__	4377996.0	318	74.0	22.0	41.0	8.0	107111.0	7.263597317128658e-05	1.690271073797235e-05	5.025130219397186e-06	9.365015408876573e-06	1.8273200797807947e-06	0.02446576013317509
M1_25.89.filtered.fa	M1_25.89.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__0-14-0-80-60-11	g__DTKJ01	s__	2730214.0	137089	63774.0	26838.0	34584.0	11471.0	72275.0	0.05021181489802631	0.023358608519332184	0.00982999867409661	0.01266713891292038	0.004201502153311059	0.02647228385760237
M1_25.91.filtered.fa	M1_25.91.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__HGW-15	g__JAFGFY01	s__	1898495.0	4800	2493.0	1282.0	2165.0	435.0	30608.0	0.0025283184838516826	0.0013131454125504677	0.0006752717283953868	0.0011403769828206027	0.00022912886259905872	0.01612224419869423
M1_25.96.filtered.fa	M1_25.96.filtered	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__	g__	s__	2406437.0	9939	5410.0	2354.0	3069.0	1520.0	25783.0	0.004130172533085221	0.0022481369759524143	0.0009782096934181114	0.0012753294601105286	0.0006316392242971663	0.010714180342140684
